기관코드,병원명,주소,시도,시군구,HIRA병원명,암호화요양기호,매칭점수,매칭상태,응급의학과전문의수,HIRA주소
A1400037,인천광역시의료원백령병원,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",인천광역시,옹진군,인천광역시의료원백령병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1400007,의료법인 성수의료재단 인천백병원,인천광역시 제물포구 샛골로 214 (송림동),인천광역시,제물포구,의료법인 성수의료재단 인천백병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1400017,인천광역시의료원,"인천광역시 제물포구 방축로 217 (송림동, 인천광역시 의료원)",인천광역시,제물포구,인천광역시의료원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,3.0,
A1400009,인천기독병원,인천광역시 제물포구 답동로30번길 10 (율목동),인천광역시,제물포구,인천기독병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,1.0,자동매칭,3.0,
A1400002,인하대학교의과대학부속병원,"인천광역시 제물포구 인항로 27-0 (신흥동3가,인하대학병원)",인천광역시,제물포구,인하대학교의과대학부속병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,1.0,자동매칭,19.0,
A2600050,전라남도강진의료원,전남광주통합특별시 강진군 강진읍 탐진로 5  ,전남광주통합특별시,강진군,,,0.0,미매칭,,
A2600018,의료법인영성의료재단고흥종합병원,전남광주통합특별시 고흥군 고흥읍 고흥로 1935,전남광주통합특별시,고흥군,,,0.0,미매칭,,
A2600068,의료법인장호의료재단녹동현대병원,전남광주통합특별시 고흥군 도양읍 차경구렁목길 215,전남광주통합특별시,고흥군,,,0.0,미매칭,,
A2600029,곡성사랑병원,전남광주통합특별시 곡성군 곡성읍 곡성로 761,전남광주통합특별시,곡성군,의료법인대송의료재단 곡성사랑병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,0.7214285714285714,자동매칭,0.0,
A1500019,KS병원,전남광주통합특별시 광산구 왕버들로 220 (수완동),전남광주통합특별시,광산구,KS병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,6.0,
A1500004,광주보훈병원,전남광주통합특별시 광산구 첨단월봉로 99 (산월동),전남광주통합특별시,광산구,광주보훈병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz,1.0,자동매칭,3.0,
A1502007,광주센트럴병원,"전남광주통합특별시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",전남광주통합특별시,광산구,광주센트럴병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1500018,광주수완병원,전남광주통합특별시 광산구 임방울대로 370 (수완동),전남광주통합특별시,광산구,광주수완병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,1.0,자동매칭,3.0,
A1500043,광주열린병원,전남광주통합특별시 광산구 송도로 271 (송정동),전남광주통합특별시,광산구,광주열린병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1500071,송정사랑병원,"전남광주통합특별시 광산구 송도로 232 (송정동, 송정사랑병원)",전남광주통합특별시,광산구,송정사랑병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1500006,신가병원,전남광주통합특별시 광산구 목련로 316 (신가동),전남광주통합특별시,광산구,신가병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,4.0,
A1500011,첨단종합병원,전남광주통합특별시 광산구 첨단중앙로170번길 59 (쌍암동),전남광주통합특별시,광산구,첨단종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,7.0,
A1500017,하남성심병원,전남광주통합특별시 광산구 용아로 259 하남성심병원 (산정동),전남광주통합특별시,광산구,하남성심병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,1.0,자동매칭,4.0,
A2600006,광양사랑병원,"전남광주통합특별시 광양시 공영로 71 (중동, (중동))",전남광주통합특별시,광양시,광양사랑병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A2600024,의료법인현경의료재단광양서울병원,전남광주통합특별시 광양시 진등길 93 (마동),전남광주통합특별시,광양시,,,0.0,미매칭,,
A2600061,구례병원,전남광주통합특별시 구례군 구례읍 동편제길 4,전남광주통합특별시,구례군,구례병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A2600016,나주종합병원,전남광주통합특별시 나주시 영산로 5419 (성북동),전남광주통합특별시,나주시,나주종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,1.0,자동매칭,1.0,
A2602211,빛가람종합병원,전남광주통합특별시 나주시 정보화길 49-0 (빛가람동),전남광주통합특별시,나주시,빛가람종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1500021,광주기독병원,전남광주통합특별시 남구 양림로 37 (양림동),전남광주통합특별시,남구,광주기독병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,1.0,자동매칭,7.0,
A1500009,광주씨티병원,전남광주통합특별시 남구 서문대로654번길 5 (진월동),전남광주통합특별시,남구,광주씨티병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,1.0,
A1500013,동아병원,전남광주통합특별시 남구 대남대로 238 (백운동),전남광주통합특별시,남구,동아병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,3.0,
A1500078,빛고을전남대학교병원,전남광주통합특별시 남구 덕남길 80 (덕남동),전남광주통합특별시,남구,빛고을전남대학교병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A2600054,담양사랑병원,전남광주통합특별시 담양군 담양읍 천변7길 19,전남광주통합특별시,담양군,담양사랑병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1500002,전남대학교병원,전남광주통합특별시 동구 제봉로 42 (학동),전남광주통합특별시,동구,전남대학교병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,1.0,자동매칭,16.0,
A1500001,조선대학교병원,전남광주통합특별시 동구 필문대로 365 (서석동),전남광주통합특별시,동구,조선대학교병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,9.0,
A2600020,목포기독병원,전남광주통합특별시 목포시 백년대로 303 (상동),전남광주통합특별시,목포시,목포기독병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,1.0,
A2600022,목포시의료원,"전남광주통합특별시 목포시 이로로 18 (용해동, (용해동))",전남광주통합특별시,목포시,목포시의료원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A2600011,목포한국병원,전남광주통합특별시 목포시 영산로 483 (상동),전남광주통합특별시,목포시,목포한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,1.0,자동매칭,17.0,
A2600017,의료법인목포구암의료재단목포중앙병원,전남광주통합특별시 목포시 영산로 627 (석현동),전남광주통합특별시,목포시,,,0.0,미매칭,,
A2600007,의료법인해민의료재단 세안종합병원,전남광주통합특별시 목포시 고하대로 795-2 (연산동),전남광주통합특별시,목포시,의료법인해민의료재단 세안종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz,1.0,자동매칭,1.0,
A2600003,대송의료재단무안병원,전남광주통합특별시 무안군 무안읍 몽탄로 65,전남광주통합특별시,무안군,,,0.0,미매칭,,
A2600052,보성아산병원,전남광주통합특별시 보성군 미력면 가평길 36-17,전남광주통합특별시,보성군,,,0.65,낮은유사도,,
A2600066,의료법인삼호의료재단벌교삼호병원,전남광주통합특별시 보성군 벌교읍 남하로 12,전남광주통합특별시,보성군,,,0.0,미매칭,,
A1500015,광주병원,전남광주통합특별시 북구 면앙로139번길 51 (두암동),전남광주통합특별시,북구,광주병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,1.0,자동매칭,4.0,
A1500005,광주일곡병원,전남광주통합특별시 북구 양일로 309 (일곡동),전남광주통합특별시,북구,광주일곡병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1500003,광주현대병원,전남광주통합특별시 북구 설죽로 291 (용봉동),전남광주통합특별시,북구,광주현대병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,4.0,
A1500007,광주희망병원,전남광주통합특별시 북구 하서로 429 (용두동),전남광주통합특별시,북구,광주희망병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1500010,운암한국병원,전남광주통합특별시 북구 북문대로 191 (운암동),전남광주통합특별시,북구,운암한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1500057,해피뷰병원,전남광주통합특별시 북구 경열로 216 (유동),전남광주통합특별시,북구,해피뷰병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,1.0,자동매칭,0.0,
A1500016,광주한국병원,전남광주통합특별시 서구 월드컵4강로 223 (쌍촌동),전남광주통합특별시,서구,광주한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,4.0,
A1500014,미래로21병원,전남광주통합특별시 서구 화운로 1 (화정동),전남광주통합특별시,서구,미래로21병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1500022,상무병원,전남광주통합특별시 서구 상무자유로 181-7 (치평동),전남광주통합특별시,서구,상무병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,1.0,자동매칭,2.0,
A1500020,서광병원,전남광주통합특별시 서구 금화로59번길 6 (금호동),전남광주통합특별시,서구,서광병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,5.0,
A1502006,선한병원,전남광주통합특별시 서구 무진대로 975 (광천동),전남광주통합특별시,서구,선한병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A2600012,근로복지공단순천병원,전남광주통합특별시 순천시 조례1길 24 (조례동),전남광주통합특별시,순천시,,,0.0,미매칭,,
A2600019,성가롤로병원,전남광주통합특별시 순천시 순광로 221 (조례동),전남광주통합특별시,순천시,성가롤로병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,15.0,
A2600008,순천제일병원,전남광주통합특별시 순천시 기적의도서관1길 3 (조례동),전남광주통합특별시,순천시,의료법인청언의료재단 순천제일병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,0.7214285714285714,자동매칭,1.0,
A2600004,순천중앙병원,전남광주통합특별시 순천시 장명로 5 (장천동),전남광주통합특별시,순천시,순천중앙병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A2600005,의료법인한국의료재단한국병원,전남광주통합특별시 순천시 우명길 42 (연향동),전남광주통합특별시,순천시,,,0.0,미매칭,,
A2600056,전라남도순천의료원,전남광주통합특별시 순천시 서문성터길 2 (매곡동),전남광주통합특별시,순천시,,,0.0,미매칭,,
A2600051,의료법인신안대우병원,전남광주통합특별시 신안군 비금면 송치길 155-11,전남광주통합특별시,신안군,,,0.65,낮은유사도,,
A2600010,여수전남병원,"전남광주통합특별시 여수시 좌수영로 49 (광무동, 전남병원)",전남광주통합특별시,여수시,여수전남병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,5.0,
A2601742,여수한국병원,전남광주통합특별시 여수시 여천체육공원길 10 (신기동),전남광주통합특별시,여수시,여수한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A2600014,여천전남병원,"전남광주통합특별시 여수시 무선로 95 (선원동, (선원동))",전남광주통합특별시,여수시,여천전남병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,4.0,
A2600027,의료법인한마음의료재단여수제일병원,"전남광주통합특별시 여수시 쌍봉로 70 (학동, (학동))",전남광주통합특별시,여수시,,,0.0,미매칭,,
A2600015,영광종합병원,"전남광주통합특별시 영광군 영광읍 와룡로 3,",전남광주통합특별시,영광군,영광종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A2600034,의료법인 거명의료재단 영광기독병원,전남광주통합특별시 영광군 영광읍 신남로 265,전남광주통합특별시,영광군,의료법인거명의료재단 영광기독병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A2600070,영암한국병원,전남광주통합특별시 영암군 영암읍 오리정길 8,전남광주통합특별시,영암군,영암한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A2600667,금일마취통증의학과의원,"전남광주통합특별시 완도군 금일읍 감목길 5, 금일마취통증의학과의원",전남광주통합특별시,완도군,금일마취통증의학과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
E2600362,완도군노화읍보건지소,"전남광주통합특별시 완도군 노화읍 노화로 813, 노화보건지소",전남광주통합특별시,완도군,완도군노화읍보건지소,JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,1.0,자동매칭,0.0,
A2600032,완도대성병원,전남광주통합특별시 완도군 완도읍 청해진동로 63,전남광주통합특별시,완도군,완도대성병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A2600035,의료법인행복나눔의료재단장성병원,전남광주통합특별시 장성군 장성읍 역전로 171,전남광주통합특별시,장성군,,,0.0,미매칭,,
A2600021,의료법인우범의료재단장흥종합병원,전남광주통합특별시 장흥군 장흥읍 흥성로 74,전남광주통합특별시,장흥군,,,0.0,미매칭,,
A2600037,장흥우리병원,전남광주통합특별시 장흥군 장흥읍 흥성로 83,전남광주통합특별시,장흥군,장흥우리병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A2602088,의료법인남우의료재단 진도전남병원,전남광주통합특별시 진도군 진도읍 남문길 12-11 (진도전남병원),전남광주통합특별시,진도군,의료법인남우의료재단 진도전남병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A2600040,진도한국병원,전남광주통합특별시 진도군 진도읍 남문길 48,전남광주통합특별시,진도군,진도한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A2600090,의료법인인성의료재단함평성심병원,"전남광주통합특별시 함평군 함평읍 영수길 132, 함평성심병원",전남광주통합특별시,함평군,,,0.0,미매칭,,
A2600009,의료법인행촌의료재단해남종합병원,전남광주통합특별시 해남군 해남읍 해남로 45,전남광주통합특별시,해남군,,,0.0,미매칭,,
A2600077,해남우리종합병원,전남광주통합특별시 해남군 옥천면 해남로 597,전남광주통합특별시,해남군,해남우리종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,1.0,자동매칭,1.0,
A2600048,화순고려병원,전남광주통합특별시 화순군 화순읍 충의로 109,전남광주통합특별시,화순군,화순고려병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A2600043,화순성심병원,전남광주통합특별시 화순군 화순읍 만연로 31,전남광주통합특별시,화순군,화순성심병원,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A2600001,화순전남대학교병원,전남광주통합특별시 화순군 화순읍 서양로 322,전남광주통합특별시,화순군,화순전남대학교병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,1.0,자동매칭,4.0,
A2500009,의료법인석천재단고창병원,전북특별자치도 고창군 고창읍 화신1길 9,전북특별자치도,고창군,의료법인석천재단고창병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A2500012,의료법인오성의료재단동군산병원,전북특별자치도 군산시 조촌로 149 (조촌동),전북특별자치도,군산시,,,0.0,미매칭,,
A2500007,전북특별자치도군산의료원,"전북특별자치도 군산시 의료원로 27 (지곡동,(지곡동, 군산의료원))",전북특별자치도,군산시,,,0.0,미매칭,,
A2500038,김제우석병원,전북특별자치도 김제시 서암4길 45 (서암동),전북특별자치도,김제시,김제우석병원,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A2500004,전북특별자치도남원의료원,전북특별자치도 남원시 충정로 365 (고죽동),전북특별자치도,남원시,,,0.0,미매칭,,
E2500019,무주군보건의료원,"전북특별자치도 무주군 무주읍 한풍루로 413, 무주군보건의료원",전북특별자치도,무주군,무주군보건의료원,JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A2500010,부안성모병원,전북특별자치도 부안군 부안읍 오정2길 24,전북특별자치도,부안군,부안성모병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
E2500021,순창군보건의료원,전북특별자치도 순창군 순창읍 교성로 135 (순창군보건의료원),전북특별자치도,순창군,순창군보건의료원,JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A2500001,원광대학교병원,"전북특별자치도 익산시 무왕로 895 (신동,(신동))",전북특별자치도,익산시,원광대학교병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,12.0,
A2500011,의료법인대산의료재단익산병원,전북특별자치도 익산시 무왕로 969 (신동),전북특별자치도,익산시,,,0.0,미매칭,,
E2500022,임실군보건의료원,전북특별자치도 임실군 임실읍 호국로 1680,전북특별자치도,임실군,임실군보건의료원,JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
E2500020,장수군보건의료원,전북특별자치도 장수군 장수읍 장천로 247,전북특별자치도,장수군,장수군보건의료원,JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A2500056,대자인병원,"전북특별자치도 전주시 덕진구 견훤로 390, 대자인병원 (우아동3가)",전북특별자치도,전주시,대자인병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,12.0,
A2502742,새강병원,전북특별자치도 전주시 완산구 백제대로 20-0 (평화동1가),전북특별자치도,전주시,새강병원,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,1.0,자동매칭,2.0,
A2500005,의료법인영경의료재단전주병원,"전북특별자치도 전주시 완산구 한두평3길 13 (중화산동2가, 전주병원)",전북특별자치도,전주시,의료법인영경의료재단전주병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,1.0,자동매칭,8.0,
A2501890,의료법인영경의료재단호성전주병원,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),전북특별자치도,전주시,의료법인영경의료재단호성전주병원,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,1.0,자동매칭,3.0,
A2500006,재단법인예수병원유지재단예수병원,"전북특별자치도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",전북특별자치도,전주시,재단법인예수병원유지재단예수병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,13.0,
A2500002,전북대학교병원,전북특별자치도 전주시 덕진구 건지로 20 (금암동),전북특별자치도,전주시,전북대학교병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,8.0,
A2500003,전주고려병원,전북특별자치도 전주시 덕진구 안덕원로 367 (산정동),전북특별자치도,전주시,전주고려병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,1.0,자동매칭,0.0,
A2500008,재단법인 아산사회복지재단 정읍아산병원,전북특별자치도 정읍시 충정로 606-22 (용계동),전북특별자치도,정읍시,재단법인 아산사회복지재단 정읍아산병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
